Date,Close,High,Low,Open,Volume,Accurate Sentiments,SMA_7,SMA_21,EMA_7,Daily_Return,RSI_14
2020-01-19,8706.2451171875,9164.3623046875,8620.080078125,8941.4453125,34217320471,,8725.835379464286,,8676.588091481126,-0.026452928527155417,72.32721240457938
2020-01-20,8657.642578125,8745.5908203125,8560.4736328125,8704.6318359375,26422375678,,8799.185128348214,,8671.851713142094,-0.005582491465413786,67.14714081910492
2020-01-21,8745.89453125,8755.7060546875,8544.5205078125,8658.9912109375,24097418512,,8787.48939732143,8148.8247302827385,8690.36241766907,0.010193531591149663,62.74318770891304
2020-01-22,8680.8759765625,8792.994140625,8636.7470703125,8744.2109375,22600204051,,8769.470145089286,8219.33433314732,8687.990807392427,-0.007434180055016837,63.26414801145811
2020-01-23,8406.515625,8687.7470703125,8333.6376953125,8680.650390625,25770680779,,8724.145786830357,8287.003162202382,8617.62201179432,-0.03160514587505292,61.27439867772349
2020-01-24,8445.4345703125,8514.6669921875,8266.8408203125,8405.5673828125,24397913026,,8655.0595703125,8339.410319010416,8574.575151423865,0.004629616722148233,56.669991850924
2020-01-25,8367.84765625,8458.453125,8296.21875,8440.119140625,19647331549,,8572.922293526786,8384.99083891369,8522.8932776304,-0.00918684685986848,58.09928740398727
2020-01-26,8596.830078125,8602.4013671875,8325.498046875,8364.41015625,22177678796,,8557.291573660714,8441.443824404761,8541.37747775405,0.027364554337216074,59.567109329941886
2020-01-27,8909.8193359375,8977.7265625,8597.30859375,8597.30859375,28647338393,,8593.316824776786,8495.758114769345,8633.487942299911,0.036407519395889265,66.099131221883
2020-01-28,9358.58984375,9358.58984375,8908.447265625,8912.5244140625,34398744403,,8680.8447265625,8552.657993861607,8814.763417662434,0.05036808165148732,62.38483029457105
2020-01-29,9316.6298828125,9406.431640625,9269.4677734375,9357.470703125,30682598115,,8771.666713169643,8611.551664806548,8940.23003394995,-0.004483577295090302,61.77356314474274
2020-01-30,9508.9931640625,9553.1259765625,9230.8974609375,9316.0166015625,32378792851,,8929.163504464286,8689.1669921875,9082.420816478088,0.02064730312029206,67.26951414805804
2020-01-31,9350.529296875,9521.7060546875,9230.7763671875,9508.3134765625,29432489719,,9058.46275111607,8745.54675874256,9149.447936577317,-0.016664631518128026,59.46489558740391
2020-02-01,9392.875,9439.3232421875,9313.2392578125,9346.357421875,25922656496,,9204.895228794643,8810.086635044643,9210.304702432988,0.00452869583961979,59.978512987907166
2020-02-02,9344.365234375,9468.7978515625,9217.82421875,9389.8203125,30835736946,,9311.685965401786,8864.93763950893,9243.819835418491,-0.0051645279666768795,65.43497414650393
2020-02-03,9293.521484375,9540.3720703125,9248.6337890625,9344.68359375,30934096509,,9366.500558035714,8919.667503720239,9256.245247657618,-0.005441113304621492,65.36410527458318
2020-02-04,9180.962890625,9331.265625,9112.8115234375,9292.841796875,29893183716,,9341.125279017857,8936.48646763393,9237.424658399465,-0.012111511652417528,60.39007985372589
2020-02-05,9613.423828125,9701.2998046875,9163.7041015625,9183.416015625,35222060874,,9383.5244140625,8974.88709077381,9331.424450830847,0.047104093835473426,68.94564318991374
2020-02-06,9729.8017578125,9824.619140625,9539.818359375,9617.8212890625,37628823716,,9415.06849888393,9022.79259672619,9431.01877757626,0.012105773319493585,78.7279718895
2020-02-07,9795.943359375,9834.716796875,9726.0029296875,9726.0029296875,34522718159,,9478.69907924107,9064.073800223214,9522.249923025945,0.006797836503646293,78.97646674765734
2020-02-08,9865.119140625,9876.7490234375,9678.91015625,9793.0703125,35172043762,,9546.162527901786,9107.993350074405,9607.96722742571,0.007061676319697785,82.24177451033995
2020-02-09,10116.673828125,10129.435546875,9850.392578125,9863.89453125,35807884663,,9656.49232700893,9175.15662202381,9735.143877600533,0.02549940694219166,82.41274516991116
2020-02-10,9856.611328125,10165.765625,9784.5634765625,10115.5595703125,39386548075,,9736.93373325893,9232.25037202381,9765.51074023165,-0.025706324471686526,70.65798114453034
2020-02-11,10208.236328125,10210.052734375,9729.3349609375,9855.8916015625,37648059389,,9883.687081473214,9301.885695684523,9876.192137204987,0.03567402510806805,69.35904339351434
2020-02-12,10326.0546875,10393.611328125,10202.3876953125,10202.3876953125,43444303830,,9985.491489955357,9380.2275390625,9988.657774778741,0.011541499979814906,72.23107129292164
2020-02-13,10214.3798828125,10457.626953125,10116.1611328125,10323.9609375,49356071373,,10054.71693638393,9466.316313244048,10045.088301787182,-0.010814856987217514,66.10756394269109
2020-02-14,10312.1162109375,10321.99609375,10125.5341796875,10211.55078125,43338264162,,10128.45591517857,9555.20591517857,10111.845279074761,0.009568503349817403,72.58427718799126
2020-02-15,9889.4248046875,10341.5556640625,9874.427734375,10313.8564453125,43865054831,,10131.928152901786,9627.66196986607,10056.240160477946,-0.0409897830477971,59.894460027095256
2020-02-16,9934.43359375,10053.96875,9722.38671875,9889.1796875,43374780305,,10105.893833705357,9691.357375372023,10025.78851879596,0.004551203932625647,61.77437810518702
2020-02-17,9690.142578125,9938.8154296875,9507.6376953125,9936.560546875,45998298413,,10082.112583705357,9728.515625,9941.87703362822,-0.024590331529186438,57.34707256767288
2020-02-18,10141.99609375,10161.935546875,9632.3828125,9691.23046875,47271023953,,10072.649693080357,9765.82068452381,9991.906798658665,0.0466302236506857,65.81441256593504
2020-02-19,9633.38671875,10191.67578125,9611.2236328125,10143.798828125,46992019710,,9973.69712611607,9780.904343377977,9902.276778681498,-0.05014884351152826,50.3204706130235
2020-02-20,9608.4755859375,9643.216796875,9507.900390625,9629.3251953125,44925260237,,9887.139369419643,9785.6416015625,9828.8264804955,-0.0025859164113087862,47.99338439324097
2020-02-21,9686.44140625,9723.0146484375,9589.7431640625,9611.7822265625,40930547513,,9797.757254464286,9801.637416294643,9793.230211934126,0.008114275736580634,48.196001181536374
2020-02-22,9663.181640625,9698.2314453125,9600.728515625,9687.70703125,35838025154,,9765.436802455357,9814.50916108631,9760.718069106844,-0.002401270461409255,46.62205959226346
2020-02-23,9924.515625,9937.404296875,9657.791015625,9663.318359375,41185185761,,9764.019949776786,9842.13537016369,9801.667458080134,0.02704430011708836,46.796126369099525
2020-02-24,9650.1748046875,9951.74609375,9537.04296875,9921.5830078125,45080496648,,9758.310267857143,9859.118861607143,9763.794294731975,-0.027642741538078885,46.57437281939175
2020-02-25,9341.705078125,9652.7373046875,9305.021484375,9651.3125,42515259129,,9643.982979910714,9866.773251488095,9658.271990580231,-0.031965195740564556,35.41175913540644
2020-02-26,8820.5224609375,9354.7783203125,8704.4267578125,9338.2900390625,50420050762,,9527.85951450893,9829.016043526786,9448.834608169549,-0.05579095174048332,27.684771019448576
2020-02-27,8784.494140625,8932.892578125,8577.19921875,8825.09375,45470195695,,9410.147879464286,9784.001395089286,9282.749491283412,-0.0040846016176541156,28.31983989703943
2020-02-28,8672.455078125,8890.4560546875,8492.9326171875,8788.728515625,44605450443,,9265.292689732143,9730.501953125,9130.17588799381,-0.012754184897438958,25.246552161848257
2020-02-29,8599.5087890625,8775.6318359375,8599.5087890625,8671.212890625,35792392544,,9113.339425223214,9670.234793526786,8997.509113260981,-0.008411261679117432,28.22735643354804
2020-03-01,8562.4541015625,8726.796875,8471.212890625,8599.7587890625,35349164300,,8918.759207589286,9596.224330357143,8888.745360336361,-0.0043089307085921735,26.779847473992533
2020-03-02,8869.669921875,8921.30859375,8532.630859375,8563.2646484375,42857674409,,8807.258510044643,9549.227120535714,8883.97650072102,0.03587941221856461,36.40345880275399
2020-03-03,8787.7861328125,8901.5986328125,8704.990234375,8865.3876953125,42386715821,,8728.127232142857,9481.586635044643,8859.92890874389,-0.009231886844013548,24.42224087207532
2020-03-04,8755.24609375,8843.3662109375,8712.431640625,8788.5419921875,34746706368,,8718.802036830357,9406.786225818452,8833.758204995418,-0.0037028710724991143,29.77726602137382
2020-03-05,9078.7626953125,9142.0546875,8757.25390625,8760.28515625,39698054597,,8760.840401785714,9352.709216889882,8895.009327574688,0.03695117168590434,39.2761002937069
2020-03-06,9122.5458984375,9167.6953125,9032.0791015625,9078.30859375,40826885651,,8825.139090401786,9296.063011532739,8951.89347029039,0.004822595830994203,38.42386416626137
2020-03-07,8909.9541015625,9163.220703125,8890.744140625,9121.6005859375,36216930370,,8869.48842075893,9249.421549479166,8941.408628108416,-0.02330399860322019,35.65240845633714
2020-03-08,8108.1162109375,8914.34375,8105.2529296875,8908.2060546875,39973102121,,8804.5830078125,9162.454055059523,8733.085523815687,-0.08999349283790192,21.30881060380989
2020-03-09,7923.64453125,8177.79345703125,7690.09814453125,8111.146484375,46936995808,,8669.4365234375,9078.33510044643,8530.725275674266,-0.022751484424786028,21.931462591784083
2020-03-10,7909.7294921875,8136.9453125,7814.76318359375,7922.14697265625,42213940994,,8543.99986049107,8972.036690848214,8375.476329802574,-0.0017561412564156553,24.25436774493275
2020-03-11,7911.43017578125,7950.814453125,7642.8125,7910.08984375,38682762605,,8423.45472935268,8890.038760230655,8259.464791297243,0.00021501160000858555,29.90090040100587
2020-03-12,4970.7880859375,7929.1162109375,4860.35400390625,7913.6162109375,53980357243,,7836.601213727678,8669.196498325893,7437.295614957307,-0.37169538560117077,13.089395224234735
2020-03-13,5563.70703125,5838.11474609375,4106.98095703125,5017.8310546875,74156772075,,7328.195661272322,8472.875813802084,6968.898469030481,0.11928067241286833,22.474430385088098
2020-03-14,5200.3662109375,5625.2265625,5125.0693359375,5573.07763671875,36154506008,,6798.254534040178,8260.360793340773,6526.765404507236,-0.06530552710121185,21.375222433354693
2020-03-15,5392.31494140625,5836.64501953125,5169.283203125,5201.06689453125,33997889639,,6410.282924107143,8044.541713169643,6243.15278873199,0.036910617960911996,23.982441355304886
2020-03-16,5014.47998046875,5385.2294921875,4575.35791015625,5385.2294921875,45368026430,,5994.68798828125,7823.794340587798,5935.98458666618,-0.07006915676163483,18.72273192309767
2020-03-17,5225.62939453125,5371.3486328125,4981.9091796875,5002.578125,38622642935,,5611.2451171875,7627.790736607143,5758.395788632448,0.04210793838741411,21.69383262629644
2020-03-18,5238.4384765625,5331.833984375,5069.3359375,5227.11376953125,37878801016,,5229.38916015625,7457.2153087797615,5628.40646061496,0.0024512036855608432,21.96628522497275
2020-03-19,6191.19287109375,6329.73583984375,5236.96875,5245.41650390625,51000731797,,5403.732700892857,7333.724772135417,5769.103063234657,0.18187755736638023,29.0807311577433
2020-03-20,6198.7783203125,6844.26171875,5865.78173828125,6191.65380859375,54442976103,,5494.457170758928,7215.9306408110115,5876.521877504118,0.001225199953657663,28.706815510578323
2020-03-21,6185.06640625,6378.13525390625,5932.8232421875,6206.521484375,42494390880,,5635.128627232143,7100.957194010417,5953.658009690588,-0.00221203491300348,29.56320258048639
2020-03-22,5830.2548828125,6359.697265625,5823.7138671875,6185.55810546875,40099664740,,5697.691476004465,6970.852469308035,5922.807227971066,-0.05736583896317804,31.6880244753186
2020-03-23,6416.31494140625,6443.9345703125,5785.00439453125,5831.37451171875,46491916000,,5897.95361328125,6854.026041666667,6046.184156329862,0.10052048673231173,38.61736969183971
2020-03-24,6734.8037109375,6789.02294921875,6411.06640625,6436.642578125,48221910672,,6113.549944196428,6756.264973958333,6218.339044981772,0.04963733427047878,41.517708395757175
2020-03-25,6681.06298828125,6892.51123046875,6536.92626953125,6738.716796875,44590107888,,6319.63916015625,6657.494349888393,6334.020030806641,-0.007979552925792555,41.18369874087227
2020-03-26,6716.4404296875,6735.4638671875,6590.962890625,6675.1708984375,35319797642,,6394.674525669643,6545.002813430059,6429.625130526856,0.005295181540467819,71.43202615272429
2020-03-27,6469.79833984375,6793.83642578125,6466.70166015625,6719.38916015625,34585598367,,6433.391671316965,6418.681501116072,6439.66843285608,-0.03672214358569481,62.1582019796967
2020-03-28,6242.19384765625,6467.5009765625,6117.837890625,6467.25390625,34885225901,,6441.552734375,6291.645298549107,6390.299786556122,-0.035179534234601295,64.50803664109431
2020-03-29,5922.04296875,6250.46728515625,5920.0859375,6245.62451171875,28373690931,,6454.665318080357,6187.546572730655,6273.235582104591,-0.051288198783903005,57.12244882149166
2020-03-30,6429.841796875,6517.19580078125,5903.234375,5925.53857421875,37101651525,,6456.597726004465,6116.4131091889885,6312.387135797193,0.08574723804008189,68.38760245198397
2020-03-31,6438.64453125,6504.51513671875,6374.162109375,6430.6064453125,32786468812,,6414.289271763393,6046.361444382441,6343.951484660394,0.0013690436954885143,66.63333199869679
2020-04-01,6606.7763671875,6612.57373046875,6202.37353515625,6437.3193359375,40346426266,,6403.676897321428,5984.235072544643,6409.657705292171,0.026112924097839496,67.9965789009276
2020-04-02,6793.62451171875,7088.24755859375,6595.91845703125,6606.7763671875,47660646124,,6414.703194754465,6071.036807105655,6505.649406898816,0.028281287899985408,59.922270800514575
2020-04-03,6733.38720703125,7003.220703125,6673.3359375,6797.396484375,38976504903,,6452.358747209822,6126.7358630952385,6562.583856931924,-0.008866740365705117,58.655091962017096
2020-04-04,6867.52734375,6878.95361328125,6696.48486328125,6738.3828125,33185988584,,6541.692103794643,6206.1244884672615,6638.819728636443,0.01992164308903499,60.63409221427534
2020-04-05,6791.12939453125,6883.4140625,6715.92919921875,6862.53759765625,29510409856,,6665.847307477678,6272.734700520833,6676.897145110144,-0.011124520572645125,66.39481809806644
2020-04-06,7271.78125,7271.78125,6782.8896484375,6788.0498046875,46896904615,,6786.124372209822,6380.225237165178,6825.618171332608,0.0707764242948763,65.14092595322859
2020-04-07,7176.41455078125,7427.939453125,7136.71435546875,7273.64404296875,44243482668,,6891.520089285715,6473.119768415178,6913.317266194768,-0.013114627068677276,58.486343598115326
2020-04-08,7334.0986328125,7356.2236328125,7153.3056640625,7179.283203125,37563249549,,6995.423270089285,6572.9131091889885,7018.512607849201,0.02197254365887824,62.06717652410906
2020-04-09,7302.08935546875,7341.4482421875,7179.09423828125,7337.96630859375,34815139178,,7068.061104910715,6625.812941778274,7089.406794754088,-0.004364445986660415,60.83545285872587
2020-04-10,6865.4931640625,7303.8154296875,6802.47509765625,7303.8154296875,43622840992,,7086.933384486607,6657.561267671131,7033.4283870811905,-0.05979058460566089,56.840202462085635
2020-04-11,6859.0830078125,6926.06982421875,6789.9208984375,6867.4404296875,31222085946,,7085.72705078125,6689.657296316965,6989.842042264017,-0.0009336774645052337,61.54692906957848
2020-04-12,6971.091796875,7119.947265625,6811.078125,6858.06787109375,35759567632,,7111.435965401785,6743.982863653274,6985.154480916763,0.016329994685138294,71.29543358610228
2020-04-13,6845.03759765625,6965.61669921875,6668.259765625,6965.61669921875,38619308647,,7050.472586495535,6764.398228236607,6950.125260101635,-0.018082418492216368,59.9742456627824
2020-04-14,6842.427734375,6958.55712890625,6793.8212890625,6843.28173828125,34110434052,,7002.760184151785,6769.523181733631,6923.200878669976,-0.0003812781513637953,59.729028918327494
2020-04-15,6642.10986328125,6928.66455078125,6633.40283203125,6845.5615234375,32288311031,,6903.904645647322,6767.668271019345,6852.928124822794,-0.029275847531044064,50.838346482253534
2020-04-16,7116.80419921875,7134.45068359375,6555.50439453125,6640.4541015625,46783242377,,6877.435337611607,6786.733212425595,6918.897143421784,0.07146740203164859,56.7464629262153
2020-04-17,7096.1845703125,7167.18310546875,7050.33203125,7116.552734375,32513423567,,6910.391252790178,6816.561128162202,6963.219000144463,-0.002897315751431484,57.70086951402608
2020-04-18,7257.6650390625,7269.95654296875,7089.2470703125,7092.29150390625,32447188386,,6967.33154296875,6864.916899181548,7036.830509873973,0.02275595669052466,58.18619059699002
2020-04-19,7189.4248046875,7280.52197265625,7167.0546875,7260.92236328125,31311210215,,6998.52197265625,6925.268415178572,7074.979083577355,-0.009402505352301915,58.38607168742515
2020-04-20,6881.95849609375,7240.29052734375,6835.5029296875,7186.87353515625,37747113936,,7003.79638671875,6946.797781808035,7026.723936706454,-0.04276646838190479,41.14666215400093
2020-04-21,6880.3232421875,6934.5517578125,6834.4423828125,6879.7841796875,32589741511,,7009.210030691965,6967.8301013764885,6990.1237630767155,-0.00023761461322069355,42.9763838224771
2020-04-22,7117.20751953125,7145.86572265625,6867.78173828125,6879.4404296875,33249153866,,7077.081124441965,6992.136346726191,7021.89470219035,0.034429236680519004,45.041416324200476
2020-04-23,7429.724609375,7491.78515625,7081.5947265625,7121.30615234375,43500782316,,7121.784040178572,7022.426827566965,7123.852178986512,0.043910071328696176,52.58629099649728
2020-04-24,7550.90087890625,7574.19580078125,7434.181640625,7434.181640625,34636526286,,7186.743512834822,7061.356050037202,7230.614353966446,0.016309658285092787,65.9240513566439
2020-04-25,7569.93603515625,7641.36376953125,7521.67236328125,7550.48291015625,32941541447,,7231.353655133928,7094.804082961309,7315.444774263897,0.002520911948821203,66.41890274862087
2020-04-26,7679.8671875,7700.59423828125,7561.40771484375,7570.13916015625,33070154491,,7301.416852678572,7137.124930245535,7406.550377572923,0.014522071498782596,66.38664189732887
2020-04-27,7795.60107421875,7795.60107421875,7679.4189453125,7679.4189453125,36162144725,,7431.937220982143,7162.068731398809,7503.81305173438,0.015069777105927384,72.08207539208293
2020-04-28,7807.05859375,7814.52734375,7730.806640625,7796.97021484375,33187959921,,7564.327985491072,7192.099400111607,7579.624437238284,0.001469741643032707,72.31712860666102
2020-04-29,8801.0380859375,8871.75390625,7786.04931640625,7806.71240234375,60201052203,,7804.875209263393,7261.953659784226,7884.977849413088,0.1273180520232342,86.53192950218416
2020-04-30,8658.5537109375,9440.650390625,8533.255859375,8797.669921875,66964629541,,7980.422223772322,7326.547200520833,8078.371814794191,-0.01618949646720247,79.39307067046299
2020-05-01,8864.7666015625,9048.0234375,8667.763671875,8672.7822265625,44068389997,,8168.117327008928,7421.750697544643,8274.970511486268,0.023816089558295506,81.48921697908494
2020-05-02,8988.5966796875,9007.1875,8811.3662109375,8869.0576171875,40134388683,,8370.783133370536,7523.156110491072,8453.377053536577,0.013968791699848548,81.23766776944447
2020-05-03,8897.46875,9167.78125,8830.9716796875,8983.6142578125,47101785174,,8544.72621372768,7614.888346354167,8564.399977652432,-0.010138170944239966,80.57206482049561
2020-05-04,8912.654296875,8956.90625,8645.0244140625,8895.7451171875,45718796276,,8704.305245535714,7713.346284412202,8651.463557458075,0.0017067266322232655,90.59457809063221
2020-05-05,9003.0703125,9062.4150390625,8856.8271484375,8912.83203125,43148462663,,8875.1640625,7816.234026227678,8739.365246218556,0.010144678859214995,90.98012126851954
2020-05-06,9268.76171875,9411.4677734375,8966.7060546875,9007.44140625,49371886931,,8941.981724330357,7941.312686011905,8871.714364351417,0.029511199738283755,91.07934187030685
2020-05-07,9951.5185546875,9992.6640625,9138.322265625,9261.8955078125,61112700562,,9126.690987723214,8076.299083891369,9141.665411935439,0.07366214135771076,92.18431400095729
2020-05-08,9842.666015625,9996.7431640625,9767.1728515625,9936.162109375,51780748042,,9266.390904017857,8207.083914620536,9316.91556285783,-0.010938284289408906,88.49513087590758
2020-05-09,9593.896484375,9913.86328125,9580.64453125,9840.90625,46566121841,,9352.8623046875,8318.333031063989,9386.160793237123,-0.025274608612654736,81.56097208870057
2020-05-10,8756.4306640625,9595.5810546875,8395.107421875,9591.1689453125,63325279337,,9332.71400669643,8392.952357700893,9228.728260943466,-0.0872915214038874,63.68293549340814
2020-05-11,8601.7958984375,9033.470703125,8374.3232421875,8755.53515625,57119858802,,9288.3056640625,8474.849376860118,9071.995170316975,-0.017659566044374797,60.146265676567864
2020-05-12,8804.4775390625,8949.8984375,8569.6435546875,8610.3857421875,42142717533,,9259.935267857143,8566.475771949405,9005.115762503356,0.023562712138033515,61.97643682837843
2020-05-13,9269.9873046875,9317.87890625,8805.3876953125,8805.3876953125,45558144023,,9260.1103515625,8668.989095052084,9071.333648049393,0.05287193516704303,56.449372178591055
2020-05-14,9733.7216796875,9793.2685546875,9255.03515625,9271.3291015625,56426907637,,9228.996512276786,8778.70324125744,9236.93065595892,0.05002535168149658,63.58609459321384
2020-05-15,9328.197265625,9755.828125,9261.3984375,9734.291015625,48158802327,,9155.5009765625,8863.336402529761,9259.747308375441,-0.04166180495059313,55.57519874039252
2020-05-16,9377.013671875,9564.205078125,9260.6943359375,9333.240234375,36164766408,,9124.51771763393,8949.387718563989,9289.06389925033,0.005233209039209763,54.758651054110736
2020-05-17,9670.7392578125,9823.001953125,9349.5458984375,9374.9296875,40084250663,,9255.133231026786,9044.191150483632,9384.482738890872,0.03132400103227817,59.02559513971607
2020-05-18,9726.5751953125,9906.0302734375,9570.359375,9675.6953125,41827139896,,9415.815987723214,9136.142299107143,9470.005852996279,0.005773698991511145,59.410762971238206
2020-05-19,9729.0380859375,9836.0478515625,9539.6240234375,9727.0634765625,39254288955,,9547.896065848214,9227.665132068452,9534.763911231585,0.00025321252090737545,58.568090403783934
2020-05-20,9522.9814453125,9804.7939453125,9447.201171875,9725.3291015625,36546239703,,9584.0380859375,9262.043387276786,9531.818294751814,-0.02117954918100662,53.043215789497076
2020-05-21,9081.76171875,9555.2421875,8869.9306640625,9522.740234375,39326160532,,9490.900948660714,9282.19614955357,9419.30415075136,-0.04633209978369557,38.94926641614577
2020-05-22,9182.5771484375,9232.9365234375,9008.638671875,9080.3349609375,29810773699,,9470.098074776786,9297.329985119048,9360.122400172895,0.01110086707949609,41.5960484465152
2020-05-23,9209.287109375,9302.501953125,9118.1083984375,9185.0625,27727866812,,9446.137137276786,9307.839053199405,9322.41357747342,0.0029087652089092586,44.80986094791991
2020-05-24,8790.3681640625,9288.404296875,8787.2509765625,9212.283203125,32518803300,,9320.369838169643,9302.739025297618,9189.402224120691,-0.045488748514099786,50.51629373833392
2020-05-25,8906.9345703125,8951.005859375,8719.66796875,8786.107421875,31288157264,,9203.2783203125,9302.46665736607,9118.785310668643,0.013260696716498988,54.69649582269166
2020-05-26,8835.052734375,8991.9677734375,8757.2939453125,8909.5859375,29584186947,,9075.566127232143,9294.4658203125,9047.852166595232,-0.008070322664891605,50.49033626145421
2020-05-27,9181.017578125,9203.3203125,8834.1572265625,8837.380859375,32740536902,,9026.714146205357,9290.287527901786,9081.143519477675,0.039158209254817056,48.516297520252
2020-05-28,9525.7509765625,9546.3193359375,9148.45703125,9184.9453125,34367073114,,9090.141183035714,9270.012881324405,9192.295383748882,0.037548495632866885,46.388434960218206
2020-05-29,9439.1240234375,9573.6669921875,9379.3388671875,9528.35546875,32896642044,,9126.790736607143,9250.796595982143,9254.002543671037,-0.009093976247976698,52.16625479683101
2020-05-30,9700.4140625,9704.0302734375,9366.7294921875,9438.9140625,32722975141,,9196.951729910714,9255.868861607143,9365.605423378278,0.02768159825145977,55.83163928721865
2020-05-31,9461.05859375,9700.34375,9432.296875,9700.10546875,27773290299,,9292.7646484375,9289.422572544643,9389.468715971208,-0.024674768232348376,46.143361972869734
2020-06-01,10167.2685546875,10199.5654296875,9450.8994140625,9463.60546875,35198901068,,9472.81236049107,9363.96888950893,9583.918675650282,0.07464386293982206,56.5407819428211
2020-06-02,9529.8037109375,10182.3408203125,9460.5712890625,10162.9736328125,39137252109,,9572.0625,9398.508231026786,9570.389934472087,-0.06269774820259899,47.51194295674096
2020-06-03,9656.7177734375,9682.859375,9471.8466796875,9533.7607421875,25007459262,,9640.01967075893,9416.92396763393,9591.97189421344,0.013317594606312655,51.703789926705646
2020-06-04,9800.63671875,9887.6103515625,9525.2470703125,9655.8544921875,25921805072,,9679.2890625,9420.110398065477,9644.13810034758,0.014903505382374727,59.90903579232119
2020-06-05,9665.533203125,9869.2373046875,9663.216796875,9800.2158203125,23509628646,,9711.633231026786,9436.174014136905,9649.486876041934,-0.013785177382049874,56.59477071714682
2020-06-06,9653.6796875,9773.431640625,9591.0244140625,9664.904296875,20438419222,,9704.95689174107,9449.348586309523,9650.53507890645,-0.0012263695520872142,56.092906725336775
2020-06-07,9758.8525390625,9768.498046875,9458.150390625,9653.0029296875,25015250846,,9747.49888392857,9453.544456845239,9677.614443945462,0.010894586827723485,64.52847160164663
2020-06-08,9771.4892578125,9782.306640625,9675.8857421875,9760.0634765625,21486346312,,9690.958984375,9455.68322172619,9701.08314741222,0.0012948980117710729,63.386817862074516
2020-06-09,9795.7001953125,9836.369140625,9664.7197265625,9774.3603515625,23717842783,,9728.94419642857,9458.857607886905,9724.73740938729,0.0024777121338637187,65.09760695141615
2020-06-10,9870.0947265625,9908.896484375,9728.291015625,9794.119140625,25706567601,,9759.42661830357,9475.386811755952,9761.076738681091,0.007594610876882513,61.84027844198941
2020-06-11,9321.78125,9938.2978515625,9263.0693359375,9870.078125,30247143440,,9691.01869419643,9486.816313244048,9651.252866510818,-0.05555301055894357,46.72439431915736
2020-06-12,9480.84375,9540.4658203125,9285.8515625,9320.6904296875,22610564515,,9664.634486607143,9501.019484747023,9608.650587383114,0.01706353064227928,50.65475546406086
2020-06-13,9475.27734375,9493.2119140625,9396.009765625,9480.7353515625,17564322315,,9639.1484375,9513.68568638393,9575.307276474836,-0.0005871213994007585,46.15830950954207
2020-06-14,9386.7880859375,9482.2705078125,9347.59375,9477.5537109375,18991732746,,9585.996372767857,9542.086635044643,9528.177478840502,-0.009338962291258746,48.663868602238566
2020-06-15,9450.7021484375,9504.8603515625,8990.17578125,9386.03515625,26699704768,,9540.169642857143,9567.98032924107,9508.808646239751,0.006808938469139436,33.23441350013526
